"shapeid","x","y","identifier","formOfNode","fictitious","identifi_1","class","roadNumber","name1","name1_lang","name2","name2_lang","formOfWay","strategic","length","structure","loop","startNode","endNode","formsPart","gml_id","changeType","startDate","lastUpdate","entryDate","uprn","logicalSta","blpuState","blpuStateD","rpc","localCusto","country","addressbas","postcodeLo","multiOccCo","deliveryPo","delivery_1","delivery_2","udprn","buildingNu","thoroughfa","postTown","postcode","postcodeTy","delivery_3","processDat","landProper","landProp_1","landProp_2","lpiKey","landProp_3","paoStartNu","usrn","usrnMatchI","officialFl","applicatio","applicat_1","applicat_2","xRefKey","crossRefer","version","source","classifica","classifi_1","classifi_2","classKey","classifi_3","classSchem","schemeVers","buildingNa","paoStartSu","parentUPRN","subBuildin","saoText","saoStartNu","paoText","organisati","organisa_1","organisa_2","orgKey","organisa_3","endDate","landProp_4","applicat_3","classifi_4","organisa_4","dependentT","paoEndNumb","saoStartSu","dependentL","paoEndSuff","organisa_5","department","doubleDepe","saoEndNumb","poBoxNumbe","best_server"
"53","291544.0","91020.0","a1108885-33f1-4c40-acc5-ceaa81945f6e","junction","false","a1e44656-5324-46b0-bebb-b251b799f6d7","Unclassified","NULL","Marsh Barton Road","Acc","NULL","NULL","Slip Road","NULL","70.512","NULL","false","87016963-206d-4ea0-b194-5d52048ab802","a1108885-33f1-4c40-acc5-ceaa81945f6e","osgb4000000025363843","uk.addressbase.uprn.10024657976","I","2011-09-16","2016-02-10","2007-11-22","10024657976.0","1","NULL","NULL","1","7655","E","N","EX2 9LD","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655L101159159)","(1:1)","NULL","(1:14200065)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-07,2016-02-10,2016-02-10,2016-02-10)","(4:2016-02-07,2006-03-18,2006-03-17,2005-09-16)","(4:7655X134331565,7655X900394869,7655X700394869,7655X600394869)","(4:E05003491,osgb5000000000053812,osgb1000000347963163,...)","(3:8,3,3)","(4:7666OW,7666MA,7666MT,7666MI)","(1:2011-09-16)","(1:2016-02-10)","(1:2007-11-22)","(1:7655C000394869)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:ELECTRICITY SUB STATION 6M FROM 12 BEAWORTHY CLOSE. ON BEAWORTHY CLOSE)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1"
"54","291727.0","91334.0","6e2a3267-02f3-428e-9e2a-f354654222a8","junction","false","80863ba9-c07b-47e3-80a8-fb6ac48859cb","Unclassified","NULL","Coverdale Road","Acc","NULL","NULL","Single Carriageway","NULL","134.311","NULL","false","99998812-60f5-4f9a-bc07-b85969baf407","6e2a3267-02f3-428e-9e2a-f354654222a8","osgb4000000025363841","uk.addressbase.uprn.10024666658","I","2011-09-16","2016-02-10","2008-04-21","10024666658.0","1","NULL","NULL","1","7655","E","N","EX2 8JR","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2008-04-21)","(1:7655L101171833)","(1:1)","NULL","(1:14200262)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-07,2016-02-10,2016-02-10)","(4:2006-03-17,2016-02-07,2006-03-09,2006-03-18)","(4:7655X700405423,7655X134373791,7655X600405423,7655X900405423)","(4:osgb1000012288485,E05003491,osgb4000000025320402,osgb5000000000052844)","(3:4,8,9)","(4:7666MT,7666OW,7666MI,7666MA)","(1:2011-09-16)","(1:2016-02-10)","(1:2008-04-21)","(1:7655C000405423)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","13"
"55","291813.563","91889.702","7b310bb1-2e98-42fb-a602-e874de29ace0","junction","false","30177b30-32f5-42b6-871d-c18c46cdc5eb","Unclassified","NULL","Water Lane","Acc","NULL","NULL","Single Carriageway","NULL","60.47","NULL","false","ef054ba6-9c31-44df-81da-e62af92249ce","7b310bb1-2e98-42fb-a602-e874de29ace0","osgb4000000025355272","uk.addressbase.uprn.10024657980","I","2011-09-16","2016-02-10","2011-09-01","10024657980.0","1","NULL","NULL","1","7655","E","N","EX2 8PP","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655L101159163)","(1:1)","NULL","(1:14200428)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-07,2016-02-10,2016-02-10)","(4:2006-03-18,2016-02-07,2010-02-18,2015-07-23)","(4:7655X900396763,7655X134331569,7655X600396763,7655X700396763)","(4:osgb5000000000053821,E05003491,osgb4000000025424922,...)","(3:15,6,1)","(4:7666MA,7666OW,7666MI,7666MT)","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655C000396763)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:ELECTRICITY SUB STATION 7M FROM 68 ISCA ROAD. 3M FROM UNNAMED ROAD)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","14"
"56","291853.0","91222.0","8045718d-512b-4c82-ae98-b1b1d15a2a10","junction","false","fafa1f12-472c-4b7a-b875-9e8f7f3ba564","Unclassified","NULL","Ebrington Road","Acc","NULL","NULL","Single Carriageway","NULL","36.549","NULL","true","8045718d-512b-4c82-ae98-b1b1d15a2a10","8045718d-512b-4c82-ae98-b1b1d15a2a10","osgb4000000025360575","uk.addressbase.uprn.10024666658","I","2011-09-16","2016-02-10","2008-04-21","10024666658.0","1","NULL","NULL","1","7655","E","N","EX2 8JR","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2008-04-21)","(1:7655L101171833)","(1:1)","NULL","(1:14200262)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-07,2016-02-10,2016-02-10)","(4:2006-03-17,2016-02-07,2006-03-09,2006-03-18)","(4:7655X700405423,7655X134373791,7655X600405423,7655X900405423)","(4:osgb1000012288485,E05003491,osgb4000000025320402,osgb5000000000052844)","(3:4,8,9)","(4:7666MT,7666OW,7666MI,7666MA)","(1:2011-09-16)","(1:2016-02-10)","(1:2008-04-21)","(1:7655C000405423)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","13"
"57","291813.563","91889.702","7b310bb1-2e98-42fb-a602-e874de29ace0","junction","false","8ffc4ec2-e603-48c8-833a-904408fb62b0","Unclassified","NULL","Haven Road","Acc","NULL","NULL","Single Carriageway","NULL","36.153","NULL","false","7b310bb1-2e98-42fb-a602-e874de29ace0","7c96f83f-6087-4293-9afc-79a24ae04724","osgb4000000025355274","uk.addressbase.uprn.10024657980","I","2011-09-16","2016-02-10","2011-09-01","10024657980.0","1","NULL","NULL","1","7655","E","N","EX2 8PP","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655L101159163)","(1:1)","NULL","(1:14200428)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-07,2016-02-10,2016-02-10)","(4:2006-03-18,2016-02-07,2010-02-18,2015-07-23)","(4:7655X900396763,7655X134331569,7655X600396763,7655X700396763)","(4:osgb5000000000053821,E05003491,osgb4000000025424922,...)","(3:15,6,1)","(4:7666MA,7666OW,7666MI,7666MT)","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655C000396763)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:ELECTRICITY SUB STATION 7M FROM 68 ISCA ROAD. 3M FROM UNNAMED ROAD)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","14"
"58","291330.0","91845.0","34e90044-2d61-47e1-afd0-bc8afc4522cf","junction","false","0ff92f36-d9bd-4003-a72c-b43be478e1cb","Unclassified","NULL","Union Street","Acc","NULL","NULL","Single Carriageway","NULL","112.486","NULL","false","34e90044-2d61-47e1-afd0-bc8afc4522cf","60969f4d-bc5c-493d-9dec-7b4723b6aa94","osgb4000000025360579","uk.addressbase.uprn.10024666656","I","2011-09-16","2016-02-10","2010-04-25","10024666656.0","1","NULL","NULL","1","7655","E","N","EX2 9AX","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655L101171831)","(1:1)","NULL","(1:14202708)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-07,2016-02-10,2016-02-10)","(4:2006-03-18,2016-02-07,2010-02-18,2015-07-16)","(4:7655X900405421,7655X134373789,7655X600405421,7655X700405421)","(4:osgb5000000000052839,E05003506,osgb4000000025447544,...)","(3:14,3,1)","(4:7666MA,7666OW,7666MI,7666MT)","(1:2011-09-16)","(1:2016-02-10)","(1:2010-04-25)","(1:7655C000405421)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:ELECTRICITY SUB STATIONS 8M FROM 4 CHURCH ROAD. 1M FROM CHURCH LANE)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","11"
"59","291853.0","91222.0","8045718d-512b-4c82-ae98-b1b1d15a2a10","junction","false","60b3b694-a7b6-4b1a-b3bd-e3c5ea9681d3","Unclassified","NULL","Ebrington Road","Acc","NULL","NULL","Single Carriageway","NULL","206.631","NULL","false","49705cf8-b02e-405c-beba-fcaaeeb1a4f1","8045718d-512b-4c82-ae98-b1b1d15a2a10","osgb4000000025360575","uk.addressbase.uprn.10024666658","I","2011-09-16","2016-02-10","2008-04-21","10024666658.0","1","NULL","NULL","1","7655","E","N","EX2 8JR","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2008-04-21)","(1:7655L101171833)","(1:1)","NULL","(1:14200262)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-07,2016-02-10,2016-02-10)","(4:2006-03-17,2016-02-07,2006-03-09,2006-03-18)","(4:7655X700405423,7655X134373791,7655X600405423,7655X900405423)","(4:osgb1000012288485,E05003491,osgb4000000025320402,osgb5000000000052844)","(3:4,8,9)","(4:7666MT,7666OW,7666MI,7666MA)","(1:2011-09-16)","(1:2016-02-10)","(1:2008-04-21)","(1:7655C000405423)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","13"
"60","291894.942","91795.632","9d4aaacf-176c-4b2a-a771-ee1d48f294c6","junction","false","74636011-1d5c-4700-aa62-67e3a801b94e","Unclassified","NULL","Water Lane","Acc","NULL","NULL","Single Carriageway","NULL","36.792","NULL","false","9d4aaacf-176c-4b2a-a771-ee1d48f294c6","7254e262-69b8-49da-903d-0dd0e69cd13a","osgb4000000025355272","uk.addressbase.uprn.10024665620","I","2011-09-16","2016-02-10","2011-09-01","10024665620.0","1","NULL","NULL","1","7655","E","N","EX2 8BY","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655L101170251)","(1:1)","NULL","(1:14200893)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-10,2016-02-10,2016-02-07)","(4:2015-07-23,2008-01-30,2006-03-18,2016-02-07)","(4:7655X600389279,7655X700389279,7655X900389279,7655X134368750)","(4:osgb5000005157730294,osgb1000000347978358,osgb5000000000052830,...)","(3:1,3,18)","(4:7666MI,7666MT,7666MA,7666OW)","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655C000389279)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","14"
"61","291966.961","91885.726","b33405b5-74a9-419a-b603-29e307221138","pseudoNode","false","0aa02b52-9e9b-4433-9a1b-05d5a7e8c63f","Not Classified","NULL","NULL","NULL","NULL","NULL","Single Carriageway","NULL","112.942","NULL","false","7254e262-69b8-49da-903d-0dd0e69cd13a","b33405b5-74a9-419a-b603-29e307221138","NULL","uk.addressbase.uprn.10024657979","I","2011-09-16","2016-02-10","2008-12-18","10024657979.0","1","NULL","NULL","1","7655","E","N","EX2 8DN","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655L101159162)","(1:1)","NULL","(1:14200239)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-07,2016-02-10,2016-02-10)","(4:2015-07-23,2016-02-07,2008-01-30,2006-03-18)","(4:7655X600396762,7655X134331568,7655X700396762,7655X900396762)","(4:osgb5000005157730294,E05003491,osgb1000000347978383,...)","(3:1,3,15)","(4:7666MI,7666OW,7666MT,7666MA)","(1:2011-09-16)","(1:2016-02-10)","(1:2008-12-18)","(1:7655C000396762)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","9"
"62","291330.0","91845.0","34e90044-2d61-47e1-afd0-bc8afc4522cf","junction","false","109d71ec-4f0a-49e8-8380-49a2c24cd2f3","Unclassified","NULL","Church Road","Acc","NULL","NULL","Single Carriageway","NULL","65.335","NULL","false","34e90044-2d61-47e1-afd0-bc8afc4522cf","a2ef3c7d-58dc-4d0d-80e4-a5129ceea80c","osgb4000000025360576","uk.addressbase.uprn.10024666656","I","2011-09-16","2016-02-10","2010-04-25","10024666656.0","1","NULL","NULL","1","7655","E","N","EX2 9AX","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655L101171831)","(1:1)","NULL","(1:14202708)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-07,2016-02-10,2016-02-10)","(4:2006-03-18,2016-02-07,2010-02-18,2015-07-16)","(4:7655X900405421,7655X134373789,7655X600405421,7655X700405421)","(4:osgb5000000000052839,E05003506,osgb4000000025447544,...)","(3:14,3,1)","(4:7666MA,7666OW,7666MI,7666MT)","(1:2011-09-16)","(1:2016-02-10)","(1:2010-04-25)","(1:7655C000405421)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:ELECTRICITY SUB STATIONS 8M FROM 4 CHURCH ROAD. 1M FROM CHURCH LANE)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","11"
"63","291768.427","91393.181","1d37d2c1-74ba-47a2-a514-2ae4f1132918","roadEnd","false","c99fe899-2938-4292-ab17-6c8eb736d1a0","Unclassified","NULL","Ashwood Road","Acc","NULL","NULL","Single Carriageway","NULL","72.24","NULL","false","1d37d2c1-74ba-47a2-a514-2ae4f1132918","6e2a3267-02f3-428e-9e2a-f354654222a8","osgb4000000025363840","uk.addressbase.uprn.10024657984","I","2011-09-16","2016-02-10","2011-09-01","10024657984.0","1","NULL","NULL","1","7655","E","N","EX2 8EG","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655L101159167)","(1:1)","NULL","(1:14200833)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-07,2016-02-10,2016-02-10)","(4:2006-03-18,2016-02-07,2006-03-09,2006-03-17)","(4:7655X900396767,7655X134331571,7655X600396767,7655X700396767)","(4:osgb5000000000053833,E05003491,osgb4000000025306033,...)","(3:12,7,3)","(4:7666MA,7666OW,7666MI,7666MT)","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655C000396767)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","13"
"64","291894.942","91795.632","9d4aaacf-176c-4b2a-a771-ee1d48f294c6","junction","false","3dabb80f-5d4f-4549-9d12-e014ef6e8703","Unclassified","NULL","Water Lane","Acc","NULL","NULL","Single Carriageway","NULL","120.984","NULL","false","7b3bff0c-a1ff-4a24-b96d-d1ad38a46a3e","9d4aaacf-176c-4b2a-a771-ee1d48f294c6","osgb4000000025355272","uk.addressbase.uprn.10024665620","I","2011-09-16","2016-02-10","2011-09-01","10024665620.0","1","NULL","NULL","1","7655","E","N","EX2 8BY","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655L101170251)","(1:1)","NULL","(1:14200893)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-10,2016-02-10,2016-02-07)","(4:2015-07-23,2008-01-30,2006-03-18,2016-02-07)","(4:7655X600389279,7655X700389279,7655X900389279,7655X134368750)","(4:osgb5000005157730294,osgb1000000347978358,osgb5000000000052830,...)","(3:1,3,18)","(4:7666MI,7666MT,7666MA,7666OW)","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655C000389279)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","14"
"65","291966.961","91885.726","b33405b5-74a9-419a-b603-29e307221138","pseudoNode","false","ec9667e6-6c30-4a01-abc5-b3b19643d373","Unclassified","NULL","Diamond Road","Acc","NULL","NULL","Single Carriageway","NULL","75.417","NULL","false","b33405b5-74a9-419a-b603-29e307221138","6ecdbbd1-7b4b-4eff-b99e-d00a57a2d62f","osgb4000000025365752","uk.addressbase.uprn.10024657979","I","2011-09-16","2016-02-10","2008-12-18","10024657979.0","1","NULL","NULL","1","7655","E","N","EX2 8DN","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655L101159162)","(1:1)","NULL","(1:14200239)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-07,2016-02-10,2016-02-10)","(4:2015-07-23,2016-02-07,2008-01-30,2006-03-18)","(4:7655X600396762,7655X134331568,7655X700396762,7655X900396762)","(4:osgb5000005157730294,E05003491,osgb1000000347978383,...)","(3:1,3,15)","(4:7666MI,7666OW,7666MT,7666MA)","(1:2011-09-16)","(1:2016-02-10)","(1:2008-12-18)","(1:7655C000396762)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","9"
"66","291662.0","91779.803","3f5f839c-3e7d-4307-b8a0-4679074b7969","junction","false","ba9c6548-bb45-43f4-b5b9-31baa602627c","Not Classified","NULL","NULL","NULL","NULL","NULL","Single Carriageway","NULL","37.349","NULL","false","3f5f839c-3e7d-4307-b8a0-4679074b7969","39043c1c-b05a-43a8-8f3d-52179998fdc3","NULL","uk.addressbase.uprn.10024944116","I","2011-09-16","2016-02-10","2010-05-16","10024944116.0","1","NULL","NULL","1","7655","E","N","EX2 8BJ","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655L101415148)","(1:1)","NULL","(1:14200426)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-07,2016-02-10,2016-02-10,2016-02-10)","(4:2016-02-07,2006-03-18,2015-07-23,2015-07-23)","(4:7655X135455458,7655X900611656,7655X700611656,7655X600611656)","(4:E05003491,osgb5000000000739188,osgb1000012286662,osgb5000005157730311)","(3:12,4,1)","(4:7666OW,7666MA,7666MT,7666MI)","(1:2011-09-16)","(1:2016-02-10)","(1:2010-05-16)","(1:7655C000611656)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","21"
"67","291544.0","91020.0","a1108885-33f1-4c40-acc5-ceaa81945f6e","junction","false","40cefde9-5691-4182-b20a-0fa7a3558d0c","Unclassified","NULL","Marsh Barton Road","Acc","NULL","NULL","Slip Road","NULL","29.522","NULL","false","0ca84f7d-d4e3-4d7c-9d87-28081bdc0ba2","a1108885-33f1-4c40-acc5-ceaa81945f6e","osgb4000000025363843","uk.addressbase.uprn.10024657976","I","2011-09-16","2016-02-10","2007-11-22","10024657976.0","1","NULL","NULL","1","7655","E","N","EX2 9LD","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655L101159159)","(1:1)","NULL","(1:14200065)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-07,2016-02-10,2016-02-10,2016-02-10)","(4:2016-02-07,2006-03-18,2006-03-17,2005-09-16)","(4:7655X134331565,7655X900394869,7655X700394869,7655X600394869)","(4:E05003491,osgb5000000000053812,osgb1000000347963163,...)","(3:8,3,3)","(4:7666OW,7666MA,7666MT,7666MI)","(1:2011-09-16)","(1:2016-02-10)","(1:2007-11-22)","(1:7655C000394869)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:ELECTRICITY SUB STATION 6M FROM 12 BEAWORTHY CLOSE. ON BEAWORTHY CLOSE)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1"
"68","291662.0","91779.803","3f5f839c-3e7d-4307-b8a0-4679074b7969","junction","false","670a49e6-08f9-46ea-b628-6a1008f9712b","A Road","A377","Alphington Street","Acc","NULL","NULL","Single Carriageway","Primary","55.803","NULL","false","3f9a5f11-b4af-46fd-a7d8-cf87886c61d0","3f5f839c-3e7d-4307-b8a0-4679074b7969","osgb4000000025357223,osgb4000000021011724","uk.addressbase.uprn.10024944116","I","2011-09-16","2016-02-10","2010-05-16","10024944116.0","1","NULL","NULL","1","7655","E","N","EX2 8BJ","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655L101415148)","(1:1)","NULL","(1:14200426)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-07,2016-02-10,2016-02-10,2016-02-10)","(4:2016-02-07,2006-03-18,2015-07-23,2015-07-23)","(4:7655X135455458,7655X900611656,7655X700611656,7655X600611656)","(4:E05003491,osgb5000000000739188,osgb1000012286662,osgb5000005157730311)","(3:12,4,1)","(4:7666OW,7666MA,7666MT,7666MI)","(1:2011-09-16)","(1:2016-02-10)","(1:2010-05-16)","(1:7655C000611656)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","21"
"69","291982.061","91324.488","88c2794c-e596-440e-bcae-39c0f1039586","pseudoNode","false","9bca33f2-f79b-46c1-a7fc-37697db59fe1","Unclassified","NULL","Exton Road","Acc","NULL","NULL","Single Carriageway","NULL","36.575","NULL","false","88c2794c-e596-440e-bcae-39c0f1039586","b66ae6c7-fe86-4bc5-bd20-a3aaefd43b9e","osgb4000000025360451","uk.addressbase.uprn.10024943125","I","2011-09-16","2016-02-10","2011-07-29","10024943125.0","1","NULL","NULL","1","7655","E","N","EX2 8NR","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2011-07-29)","(1:7655L101414235)","(1:1)","NULL","(1:14200286)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-10,2016-02-07,2016-02-10)","(4:2005-11-16,2006-03-18,2016-02-07,2008-11-08)","(4:7655X700629643,7655X900629643,7655X135451633,7655X600629643)","(4:osgb1000002062215780,osgb5000000000739813,E05003491,...)","(3:3,16,7)","(4:7666MT,7666MA,7666OW,7666MI)","(1:2011-09-16)","(1:2016-02-10)","(1:2011-07-29)","(1:7655C000629643)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","18"
